text,label
"Setl Group построит 60 тыс. м2 жилья на месте гипермаркета ""О’Кей"" около метро ""Электросила"". Проект оценивают в 15 млрд рублей.",realty
"Девелоперы бросились скупать участки в Петербурге и Ленобласти. С начала года объём сделок вырос на треть. Пока одни компании сбрасывают лишнее на падающем рынке, другие создают запас на ближайшее будущее.",realty
"В Московском районе Петербурга около метро ""Электросила"" застройщик Setl Group возведёт 60 тыс. м2 жилья.",realty
"В Петербурге принимают заявки на участие в нетворкинг-форуме коммерческой недвижимости ""За горизонтом"", об этом рассказали в оргкомитете форума.",realty
"Современные форматы жилья появляются там, где есть спрос. Его способен формировать развитый производственный кластер, дающий рынку платёжеспособных клиентов.",realty
"Строительство 30-этажных высотных зданий в Хельсинки, которые в Финляндии называют небоскрёбами, застопорилось из-за затяжного кризиса.",realty
"В наши дни разработка проектной документации для строительства — это уже не просто чертежи и расчёты, а сложная экосистема, где технологии меняются быстрее, чем успевают обновляться ГОСТы. Как изменились правила игры в отрасли, как сохранять устойчивость в периоды турбулентности и к чему готовиться специалистам в ближайшие годы, ""ДП"" рассказали сооснователи Группы компаний Sky Team Павел Мыльников и Игорь Малюгов.",realty
"Несмотря на свою богатую, более чем 300-летнюю историю Петербург продолжает активно развиваться: появляются новые улицы, парки, скверы. Сегодня это особенно заметно на юге города. Драйвером таких изменений становится новая застройка.",realty
"Петербург стал лидером среди городов-миллионников по темпам снижения ставок на долгосрочную аренду жилья в первом квартале 2026 года, сообщили аналитики сервиса ""Яндекс Аренда"".",realty
"Четырёхзвездочный отель ""Лахта Тауэрс"" под управлением ZONT Hotel Group на Приморском пр., 80, корп. 2, откроется 10 апреля, стало известно ""ДП"".",realty
"В Шушарах Пушкинского района Петербурга набирает популярность концепция ""двор без машин"" и стартует новая программа озеленения. Застройщики продолжают развивать юг города, делая акцент на социальной инфраструктуре и транспортной доступности.",realty
Ввод жилья в Ленинградской области в пересчёте на одного жителя стал самым высоким в России.,realty
