text,label
"«Кавголово» раздора. Правда ли, что знаменитый тренировочный комплекс оказался на грани закрытия",sport
«Зенит» представил в филармонии нового нападающего Лусиано Гонду,sport
Футбол с видом на Финский. Как болельщики отметили юбилей трофеев «Зенита»,sport
Роналду получит специальную награду за рекордные 140 голов в Лиге чемпионов УЕФА,sport
Трансгендеров-мужчин объявили чемпионками женской Австралийской премьер-лиги,sport
«Зенит» покупает Гонду из Аргентины. Соболев больше не нужен?,sport
Умер экс-тренер сборной Англии Свен-Йоран Эрикссон,sport
Каноиста Захара Петрова второй раз лишили золота чемпионата мира. Российская сторона повторно подала протест,sport
Российский каноист Захар Петров финишировал первым на чемпионате мира. Но золото ему дали не сразу,sport
«Зенит» едва не проиграл «Спартаку». Семака спасли Латышонок и сумасшедший подкат Барриоса,sport
«Зенит» и «Спартак» сыграли вничью на «Газпром Арене»,sport
«Зенит» назвал состав на матч против «Спартака»,sport
«Зенит» почти купил аргентинского нападающего Гондоу за 10 миллионов евро,sport
«Зенит» продлил контракты с Венделом и Клаудиньо,sport
«Зенит» объявил об уходе Изидора,sport
Одна из крупнейших в России лотерейных сетей переходит на стандарты работы «Национальной Лотереи»,sport
СКА представил в Ледовом звездного новичка Евгения Кузнецова под песни «Иванушек International»,sport
Не поехавшим на Олимпиаду российским спортсменам платят миллионы. За что?,sport
Разочарованный француз требует вернуть деньги за билет на церемонию открытия Олимпиады в Париже,sport
На турнир в Пермь приехала фейковая сборная Колумбии. В первом же матче она проиграла с разницей в сто очков,sport
"Сергей Андронов: нужно строить новую команду в СКА, которая сможет выиграть кубок",sport
«Зенит» отметит в филармонии 80-летие первого в истории клуба трофея,sport
"Пловец проплыл 18 км по Неве, чтобы собрать миллион для детей со спинальной мышечной атрофией",sport
Председатель совета директоров «Зенита» Елена Илюхина покинула руководство РФС,sport
«Зенит» отдал Изидора в аренду «Сандерленду». Британским клубом владеет сын бывшей официантки из Ленинграда,sport
"Глушенков, Вендел и Педро не помогут «Зениту» в матче со «Спартаком»",sport
"«Зенит» и «Газпромбанк» приглашают отметить «Год легендарных побед» автографами, лекциями и концертом",sport
Сборная России сыграет матчи с Вьетнамом и Таиландом в сентябре. Карпин вызвал пятерых зенитовцев,sport
Травма Глушенкова и спасение Мостового. «Зенит» впервые в сезоне пропустил и потерял очки,sport
У лучшего бомбардира «Зенита» Глушенкова диагностировали перелом со смещением после матча с «Химками»,sport
«Зенит» впервые в сезоне не смог победить,sport
Лучший бомбардир «Зенита» не смог закончить матч против «Химок» из-за травмы,sport
"В Колпино в конце августа откроется парк, где можно заниматься экстремальными видами спорта",sport
«Зенит» отправил Коваленко в «Оренбург»,sport
«Зенит» отдал пришедшего три дня назад Ваню Дркушича в аренду в «Црвену звезду»,sport
Дима Билан споет на «Газпром Арене» перед матчем «Зенит» — «Факел»,sport
В Приморском районе открыли Центр адаптивной физкультуры и спорта,sport
«Зенит» отдал Сутормина в аренду в «Ростов»,sport
"Экс-боец UFC Хабиб Нурмагомедов погасил долги по налогам, его счета разблокировали",sport
"Анжела Бладцева: я никогда не плакала на камеру, но на Олимпиаде не смогла сдержаться",sport
Новости компаний,sport
«Зенит» обыграл на выезде «Рубин» в Кубке России,sport
Умер трехкратный чемпион мира по биатлону Александр Ушаков,sport
"Алжирская боксерша Иман Хелиф подала иск против соцсети X, обвинив ее в буллинге. В жалобе упомянуты Маск, Трамп и Роулинг",sport
