text,label
«Зенит» сенсационно проиграл тульскому «Арсеналу» на «Газпром Арене» и выбыл из Кубка России,sport
Сборная России по биатлону выиграла бронзу на чемпионате мира. Это первая медаль за десять гонок,sport
В Испании тренера дисквалифицировали на 73 матча за избиение 17-летнего судьи во время матча,sport
На «Газпром Арене» перед матчем появился хэштег #защитимветеранов. Такой же надписью в соцсетях поддерживают ветерана Артеменко (фото),sport
«Зенит» остался без трех игроков основы в матче за выход в четвертьфинал Кубка России. Один из них заболел коронавирусом,sport
Сборная России по биатлону осталась на чемпионате мира без главного тренера. Его госпитализировали,sport
"«Это все мамы!» В московской школе, где проводили боксерские тренировки для 8-летних хоккеистов, свалили вину на родителей",sport
Российская команда на Олимпиаде в Токио и Пекине будет называться ROC,sport
В московской школе 8-летних хоккеистов учат избивать друг друга на льду. ФХР начала расследование (видео),sport
Российский теннисист Даниил Медведев станцевал после выхода в финал Australian Open,sport
Привет от бывших. СКА в четвертый раз проиграл «Динамо» (фото),sport
СКА проиграл московскому «Динамо» в четвертый раз в сезоне,sport
Семак: Возвращение болельщиков на трибуны — это положительная новость. Мы соскучились,sport
Чудо закончилось. Россиянин Аслан Карацев проиграл лучшему теннисисту в мире в полуфинале Australian Open,sport
Министр спорта: В России физкультурой занимаются около 23 млн детей. На подготовку спортивного резерва тратят 188 млрд рублей,sport
"Фигуристы Бойкова и Козловский пропустят финал Кубка России из-за болезни, но это не коронавирус",sport
Российские лыжники остались без «Катюши». На чемпионате мира в качестве гимна она звучать не будет,sport
Промоушен Absolute Championship Akhmat пожаловался в прокуратуру на YouTube. Его заблокировали из-за «близости к Кадырову»,sport
Розыгрыш Юношеской лиги УЕФА сезона-2020/2021 отменён из-за коронавируса,sport
В битве российских теннисистов в четвертьфинале Australian Open победил Даниил Медведев,sport
"СКА обыграл Знарка, но потерял Подколзина после жесткого удара в голову",sport
Стала известна дата начала нового сезона в российском футболе,sport
"Как русский теннисист-ноунейм за две недели на Australian Open заработал больше, чем за всю жизнь",sport
Россиянин Аслан Карацев из второй сотни мирового рейтинга сенсационно вышел в полуфинал Australian Open. Повержен бывший бойфренд Шараповой,sport
Финские хоккеисты ушли на карантин после этапа Евротура из-за положительного результата на коронавирус у одного игрока,sport
"Брагин о слухах про уход из СКА и сборной России: Не знаю даже, как назвать эту информацию",sport
Пьяный поход на матч «Зенит» — «Боруссия» без билета завершился для любителя футбола штрафом и отлучением от спортивных зрелищ на полгода,sport
"«Власов научил нас всех, что «невозможно» — это всего лишь слово». Шварценеггер почтил память советского тяжелоатлета (фото)",sport
"Защитник «Зенита» Ловрен искупался в снегу в -11. Похоже, ему понравилось (фото)",sport
Сразу трое россиян вышли в четвертьфинал Australian Open — 2021. Никогда раньше такого не было (видео),sport
"Гол 17-летнего нападающего СКА Чибрикова помог сборной России победить Чехию на Евротуре. Только Овечкин забивал, когда был младше (видео)",sport
В Петербурге впервые разыграли звание чемпиона города по мужской художественной гимнастике. Заявилась всего одна команда (видео),sport
"Умер олимпийский чемпион по тяжелой атлетике, экс-кандидат в президенты России Юрий Власов",sport
В России нашли самого преданного своему клубу европейского футболиста,sport
